,lat,lon,alt,doy,isc_og_per
23,77.25115060715284,-148.48188724246114,733.8429254332341,23,2.286211899330426
24,75.70381548584766,-153.89144689416742,734.0023054633939,23,2.798398474738617
25,74.48042218603992,-157.28842171003336,734.2824674400081,23,3.1156125212399743
26,73.2147514235487,-160.20482704228172,733.9866043992142,23,3.195245262862212
27,71.47980063113923,-163.46812210325814,734.2340322254604,23,3.210238846047786
28,69.70079441533335,-166.20126248804408,734.305777178959,23,3.591129956749084
29,67.88920580022601,-168.52977429165827,734.5537067324685,23,3.6618875676168727
30,66.05207595215836,-170.5396446500185,734.7324092322087,23,3.732335005480114
31,64.6600984240594,-171.90501922884505,735.02332121973,23,3.6755260123619626
32,63.26174710140179,-173.15088494025915,735.0084760003047,23,4.09397764569972
33,61.38284329541191,-174.60961700287965,735.2367933890728,23,3.975494877532748
34,59.49130740387179,-175.91882298348426,735.3265134192352,23,3.8013532054557375
35,57.591576059705666,-177.10042707172994,735.6539678283152,23,3.093294219888687
36,55.683958807462744,-178.17797790608824,735.7803142110015,23,3.034555558821128
37,54.249228580947815,-178.95615724733193,736.2439800450211,23,2.976586719138874
38,52.80876060407011,-179.69399555625313,736.2496969463118,23,2.8634514560997637
39,50.88663876217699,179.42840818021858,736.4876060568258,23,2.8070793593466314
40,48.95989366359521,178.60895592994902,736.7665316893781,23,2.161794731181632
41,41.70303915602027,175.91288472909784,738.0742019108648,23,0.7645166009440318
42,34.90274956814551,173.77480746854266,739.3243271382107,23,0.6554631730032678
43,28.083958862031047,171.88757050274822,740.5764917846063,23,-0.14843622086760933
44,21.252689815143153,170.16776304867795,741.6433971698898,23,-0.14843622086760933
45,14.417459699626573,168.67976396623538,743.0594744081509,23,-0.25233248446770995
46,7.576706662219738,167.13388674674482,744.0153164478224,23,-0.35982009882316035
47,0.7371948592934886,165.62313638611118,745.0157078178327,23,-0.46707630624608365
48,-6.10213842261639,164.11604763260578,746.0785256006393,23,-0.46707630624608365
49,-12.93516093138717,162.5805242121816,747.0870928002814,23,-0.10135116294379687
50,-19.764655189849492,160.98943961081395,747.8735437509758,23,-0.09752585258758772
51,-26.58170692004515,159.42362959851627,748.5873231084543,23,-0.10135116294379687
52,-33.38743344654169,157.5821772386832,749.2770017749144,23,-0.20853945167969012
53,-40.17513017203601,155.51358914364724,749.5399574914236,23,-0.20853945167969012
54,-46.93225538351221,153.09624939987776,749.9470533805152,23,-0.20853945167969012
55,-53.648523058029966,150.12074842267825,750.5256704995008,23,-0.20853945167969012
56,-60.29122136248959,146.34096113615254,750.5839997893108,23,0.3741839247090706
57,-63.57044160249333,143.56777854269663,737.8577655318959,23,0.6646532766066082
58,-68.17042655203149,139.11680757343615,750.579469804682,23,0.9558094125763805
59,-69.96892595928165,136.7434226426049,750.6906358741435,23,0.9558094125763805
60,-71.2970404597265,134.66254993296516,750.892110450558,23,1.5385264519514052
61,-72.6006424144078,132.2974512712083,750.5658504073399,23,1.5385264519514052
62,-74.29345030490987,128.6376965636947,750.7511200411,23,1.8298849716389398
63,-75.91587136659474,124.15847922194675,750.7972066076727,23,2.2309342531739107
64,-77.44152683307207,118.61562393420641,750.744110253424,23,2.8142772022402784
65,-78.8291606693208,111.6809185146276,750.8388660439459,23,3.1059486767734734
