lat,lon,alt,doy,lat_lag_1,lat_lag_2,lat_lag_3,lat_lag_4,lon_lag_1,lon_lag_2,lon_lag_3,lon_lag_4,isc_og_obs,isc_og_pred
54.52854741783235,51.011555893669026,736.5786190632151,171.0,59.294377805293976,60.714149805618284,62.598030545046676,64.0022814273653,53.68329187073692,54.67404600276013,56.07723934941639,57.270423387005266,0.7375378062331128,0.759176598107318
55.51758224400758,-90.1973133611562,736.4106954477769,263.0,56.94848551731593,58.851139181899015,60.74565600826831,62.627912644579226,-89.37312871470995,-88.229159729848,-86.96685441258342,-85.56250266899605,2.548154533085034,1.6763303816849129
-34.283059682027634,-97.38564803926324,749.0421509451254,171.0,-32.339976836882926,-30.396472471678493,-28.937621840520386,-27.479936907806646,-96.84982461630516,-96.33077285890991,-95.92209676006752,-95.5207540909489,0.847877296571542,0.992767271306637
-62.5549084495828,-96.63252929006939,750.4206357033909,54.0,-60.6803329788674,-58.79330379497856,-56.89757732616455,-55.47117045586016,-95.2398050720034,-93.98556793165854,-92.85116672887446,-92.03445144834905,1.724603804296332,1.53354943647458
-40.10368857858456,107.63276095525573,749.1801011977386,171.0,-38.651448509338046,-37.197945084810016,-35.25890752720888,-33.316449977015196,108.11743795515306,108.58902205117053,109.15462558589688,109.70039757436886,1.7530873939027192,1.9392496548757283
37.98090630262804,38.7328197649443,739.171647146255,204.0,39.92355532927049,41.86405855118633,43.80276943437655,45.255140238026655,39.33374100860554,39.96086073618445,40.62000243737059,41.169501723648125,0.5774692393179848,0.5413528574556578
-56.47744087983232,148.6321722976214,749.8891455932551,112.99999999999997,-54.57361316600456,-52.663890987577126,-51.22633598310156,-49.78761252120389,149.652855806226,150.5900527285275,151.2812370652665,151.93771188806454,3.935419007680863,3.4731465878896293
75.76079364969858,-96.53530765255582,734.4097803502576,142.99999999999997,74.12335372722707,72.41619446708843,71.10105555075563,69.76630138549328,-92.13772080825666,-88.52938991384525,-86.19754505207182,-84.14498983579668,6.515666647676399,6.293769429265866
-54.33606751122485,-160.42257239531145,750.2925316657851,204.0,-52.90343471783753,-50.98647076236415,-49.06691438812705,-47.14423126633904,-159.68377436383338,-158.80680959422497,-157.98772476806298,-157.21946906430642,3.5181343242568053,3.703219537658118
76.13519867814117,77.17957834114999,734.2714614021462,79.0,77.65192418568262,79.0221758342679,79.92055255094189,80.66621047029021,82.92135431410868,90.12161819206288,96.72788011896432,104.46866823649589,5.093891153256225,4.865826560035685
66.816659745769,29.39762143998619,735.1578114981257,263.0,68.19001374248892,69.54636651107396,71.32762809587578,73.06885157814335,31.003186183606058,32.78518072073223,35.48230470797314,38.692668796068304,3.487518401383727,3.2515735957216987
-80.76091413111754,-23.525535185764408,751.0278883427064,327.0,-81.286240248196,-81.62641181254324,-81.5152044973934,-80.96706588736092,-14.533065119207963,-1.3220915827219704,12.251405387591687,24.82455029429839,5.473724766834276,5.519890051812883
-8.391588238395972,-138.940041834302,746.3990977583544,79.0,-6.439403263975277,-4.486078239251109,-3.0209171291701513,-1.5555184788767316,-138.5234252807923,-138.11002856311185,-137.76724212109363,-137.42809518788775,0.5916815980161028,0.21257961214412727
79.28919208702118,84.76774733923307,734.2029260258759,171.0,78.30650012357515,76.8520063864656,75.27670243214034,73.6167265607294,90.6276027294334,97.00439272245386,102.10932877152685,106.25020233680026,4.993716454904784,5.053169399209839
76.57165774321228,-9.407734199489804,734.0069181155006,171.0,77.69521032847176,78.73475226196962,79.94934810642448,80.89541082798443,-4.917586600553763,0.39275149920153357,8.981661775076109,19.580438146111888,2.551254772237898,2.6040780385101137
